date,PRECTOTCORR,T2M,RH2M,WS2M,PS
2010-01-01,1.07,27.4,80.78,2.58,101.02
2010-01-02,0.49,27.67,79.64,2.47,101.16
2010-01-03,0.09,27.98,72.73,2.4,101.27
2010-01-04,0.87,28.09,79.92,4.39,101.17
2010-01-05,0.44,27.66,82.75,4.93,101.02
2010-01-06,0.3,27.88,78.03,5.68,100.94
2010-01-07,0.03,27.72,72.41,3.82,101.04
2010-01-08,0.04,27.69,74.19,4.25,101.11
2010-01-09,0.14,27.4,77.98,4.3,101.08
2010-01-10,0.63,27.66,77.72,4.17,101.16
2010-01-11,0.73,27.55,78.4,3.63,101.22
2010-01-12,3.59,27.22,81.02,3.85,101.36
2010-01-13,5.74,27.47,82.2,5.28,101.35
2010-01-14,3.85,27.85,82.14,5.3,101.34
2010-01-15,4.95,27.79,81.4,4.72,101.4
2010-01-16,1.44,27.83,80.37,4.26,101.5
2010-01-17,0.33,27.35,80.38,3.84,101.58
2010-01-18,0.1,27.72,79.35,4.94,101.48
2010-01-19,0.0,28.15,72.58,5.95,101.35
2010-01-20,0.0,27.64,70.31,5.23,101.39
2010-01-21,0.0,26.98,71.42,3.74,101.32
2010-01-22,0.0,27.28,69.8,2.71,101.29
2010-01-23,0.0,27.13,79.06,4.23,101.28
2010-01-24,0.0,27.25,76.29,4.95,101.2
2010-01-25,0.0,27.23,73.97,4.7,101.2
2010-01-26,0.0,27.38,73.88,4.7,101.24
2010-01-27,0.08,27.28,75.42,4.29,101.26
2010-01-28,0.03,27.54,75.68,4.33,101.27
2010-01-29,0.03,27.55,78.41,5.41,101.28
2010-01-30,0.03,28.1,72.76,4.76,101.3
2010-01-31,0.13,27.85,70.17,4.38,101.36
2010-02-01,0.08,27.58,73.36,4.58,101.28
2010-02-02,0.16,27.41,78.93,4.19,101.19
2010-02-03,0.31,27.29,82.16,5.09,101.15
2010-02-04,0.38,27.32,82.98,5.35,101.2
2010-02-05,0.14,27.48,76.62,4.95,101.23
2010-02-06,0.0,27.32,75.57,4.8,101.25
2010-02-07,0.0,27.04,78.93,3.67,101.25
2010-02-08,0.0,27.09,79.0,2.96,101.21
2010-02-09,0.0,27.11,77.26,4.12,101.17
2010-02-10,0.04,27.12,75.61,4.13,101.21
2010-02-11,0.03,27.38,74.49,4.55,101.27
2010-02-12,0.17,27.51,77.81,4.08,101.24
2010-02-13,0.55,27.83,79.03,4.36,101.18
2010-02-14,1.55,27.98,79.82,4.78,101.05
2010-02-15,3.04,28.09,80.94,5.14,100.97
2010-02-16,0.51,28.27,74.9,5.17,101.09
2010-02-17,0.66,27.92,76.83,4.62,101.26
2010-02-18,0.73,27.76,77.74,3.91,101.3
2010-02-19,0.33,28.12,75.62,3.28,101.26
2010-02-20,0.09,28.02,82.12,3.49,101.21
2010-02-21,0.0,27.67,83.58,4.23,101.24
2010-02-22,0.0,27.86,79.04,4.42,101.21
2010-02-23,0.0,28.04,78.38,3.66,101.19
2010-02-24,0.0,27.92,76.24,4.02,101.09
2010-02-25,0.0,28.28,73.35,4.51,101.06
2010-02-26,0.0,27.89,76.59,4.5,101.15
2010-02-27,0.0,27.94,73.44,3.86,101.16
2010-02-28,0.0,27.71,76.19,2.94,101.18
2010-03-01,0.0,27.93,74.85,3.19,101.22
2010-03-02,0.01,27.73,76.06,2.4,101.24
2010-03-03,0.01,27.74,73.61,2.16,101.19
2010-03-04,0.08,27.86,71.08,2.89,101.19
2010-03-05,0.2,28.04,65.42,1.4,101.21
2010-03-06,0.29,28.17,62.93,1.69,101.33
2010-03-07,0.0,28.14,70.59,3.33,101.36
2010-03-08,0.0,28.22,76.9,4.59,101.28
2010-03-09,0.01,28.33,77.04,4.93,101.24
2010-03-10,0.12,28.39,75.18,3.87,101.22
2010-03-11,0.11,28.49,76.58,3.8,101.29
2010-03-12,2.17,28.69,79.82,5.08,101.36
2010-03-13,7.22,28.66,79.7,4.02,101.26
2010-03-14,6.69,27.92,83.9,3.44,101.19
2010-03-15,4.03,28.14,84.07,3.15,101.2
2010-03-16,0.54,28.39,79.55,2.58,101.15
2010-03-17,0.03,28.53,76.22,2.99,101.21
2010-03-18,0.08,28.48,76.53,2.69,101.27
2010-03-19,0.44,28.16,79.02,2.44,101.26
2010-03-20,1.07,28.29,80.78,2.95,101.18
2010-03-21,0.07,28.36,77.21,2.16,101.12
2010-03-22,0.08,28.2,80.92,3.2,100.96
2010-03-23,0.0,28.1,80.38,3.37,100.78
2010-03-24,0.0,27.94,76.78,1.61,100.85
2010-03-25,0.0,28.2,76.78,2.31,100.92
2010-03-26,0.0,27.97,72.74,1.55,101.0
2010-03-27,0.01,28.09,67.2,0.88,101.07
2010-03-28,0.06,28.29,72.45,2.27,101.06
2010-03-29,0.13,28.62,70.16,1.72,101.16
2010-03-30,0.05,29.03,64.22,1.01,101.23
2010-03-31,0.01,29.14,64.58,1.01,101.24
2010-04-01,0.01,29.06,71.75,2.46,101.18
2010-04-02,0.01,28.68,77.52,3.92,101.12
2010-04-03,0.03,28.62,78.24,3.61,101.05
2010-04-04,0.01,28.99,71.6,1.84,101.1
2010-04-05,0.14,28.65,73.6,1.09,101.05
2010-04-06,4.82,28.88,76.99,2.98,101.03
2010-04-07,6.2,28.94,76.98,2.91,101.01
2010-04-08,12.49,28.73,82.96,3.61,101.13
2010-04-09,8.69,28.89,80.48,3.74,101.09
2010-04-10,1.9,28.83,80.96,2.21,100.96
2010-04-11,2.31,28.55,79.88,1.66,100.88
2010-04-12,0.97,28.74,82.13,2.36,100.92
2010-04-13,0.18,29.0,79.54,2.64,101.0
2010-04-14,0.07,29.18,76.99,2.41,100.95
2010-04-15,0.01,29.33,75.4,2.05,100.99
2010-04-16,0.41,29.26,74.81,1.12,100.98
2010-04-17,0.74,29.08,75.42,0.7,101.01
2010-04-18,1.0,29.16,75.1,1.6,101.08
2010-04-19,1.16,29.56,70.75,1.51,101.04
2010-04-20,1.54,29.53,76.04,2.69,100.98
2010-04-21,1.38,29.33,78.34,2.79,100.96
2010-04-22,1.41,29.36,75.22,1.34,100.96
2010-04-23,3.31,29.6,72.4,1.06,101.04
2010-04-24,2.95,30.09,75.79,2.85,101.0
2010-04-25,1.64,30.05,76.05,2.38,100.88
2010-04-26,1.56,29.92,71.35,0.88,101.03
2010-04-27,2.08,29.79,72.63,0.77,101.14
2010-04-28,2.13,29.7,76.1,1.92,101.08
2010-04-29,2.71,29.79,81.27,2.78,100.88
2010-04-30,2.74,29.7,81.13,3.32,100.88
2010-05-01,4.07,29.72,82.13,3.97,100.98
2010-05-02,2.88,29.61,80.04,3.14,100.97
2010-05-03,0.77,29.28,78.61,2.54,100.84
2010-05-04,1.32,28.96,76.32,0.94,100.76
2010-05-05,1.11,29.2,74.82,1.53,100.76
2010-05-06,0.86,29.64,73.32,2.59,100.69
2010-05-07,0.09,29.8,68.39,1.05,100.7
2010-05-08,0.34,29.93,72.73,2.4,100.76
2010-05-09,2.35,29.97,74.66,2.96,100.74
2010-05-10,7.61,29.4,79.27,2.29,100.67
2010-05-11,5.06,28.09,79.36,2.33,100.78
2010-05-12,5.25,28.4,79.82,3.1,100.82
2010-05-13,7.84,28.65,77.92,3.09,100.95
2010-05-14,4.7,28.82,79.77,3.31,100.85
2010-05-15,3.88,29.23,74.74,1.21,100.75
2010-05-16,5.56,29.25,76.0,1.18,100.74
2010-05-17,7.78,29.74,80.28,2.5,100.78
2010-05-18,6.95,29.52,80.3,4.2,100.82
2010-05-19,8.02,29.76,81.77,5.3,100.86
2010-05-20,9.67,29.96,82.15,5.75,100.89
2010-05-21,11.99,29.86,81.95,5.59,100.88
2010-05-22,12.62,29.62,82.89,5.5,100.85
2010-05-23,17.57,29.73,81.61,5.27,100.85
2010-05-24,25.69,28.92,83.66,5.96,100.93
2010-05-25,22.59,28.5,84.13,5.59,101.02
2010-05-26,8.66,28.53,84.34,5.26,100.97
2010-05-27,8.1,28.9,76.7,4.63,100.94
2010-05-28,8.27,29.17,79.62,4.59,100.97
2010-05-29,21.32,28.6,82.08,5.57,101.06
2010-05-30,15.7,29.44,76.69,6.57,100.98
2010-05-31,6.87,29.06,80.56,6.18,100.96
2010-06-01,2.95,29.2,79.5,5.69,100.97
2010-06-02,0.6,29.05,79.52,4.02,101.07
2010-06-03,0.32,28.94,76.38,2.25,101.13
2010-06-04,0.28,28.75,77.33,2.18,101.23
2010-06-05,5.64,28.84,78.84,3.11,101.23
2010-06-06,15.49,28.93,82.59,4.84,101.08
2010-06-07,15.13,29.2,81.77,6.08,101.07
2010-06-08,15.39,29.41,79.48,6.08,101.07
2010-06-09,18.24,29.22,83.03,6.81,100.99
2010-06-10,19.26,28.78,82.49,8.74,100.9
2010-06-11,17.11,29.3,83.14,8.21,100.8
2010-06-12,15.22,29.38,82.24,8.54,100.74
2010-06-13,15.71,29.55,80.39,8.66,100.75
2010-06-14,30.07,29.37,81.86,7.62,100.79
2010-06-15,5.06,29.34,79.95,6.81,100.83
2010-06-16,0.85,29.31,81.17,6.15,100.84
2010-06-17,0.52,28.93,82.21,5.18,100.89
2010-06-18,0.34,29.1,78.44,4.34,100.93
2010-06-19,0.48,29.11,77.19,4.81,100.92
2010-06-20,3.44,28.59,81.09,5.12,100.97
2010-06-21,4.49,28.85,74.16,5.49,101.05
2010-06-22,4.95,28.69,79.6,4.71,100.97
2010-06-23,4.55,28.36,82.66,4.22,101.02
2010-06-24,6.49,28.67,79.12,5.89,100.96
2010-06-25,7.8,28.94,81.67,7.66,100.8
2010-06-26,4.97,29.31,79.39,7.59,100.82
2010-06-27,8.82,29.16,81.1,7.56,100.79
2010-06-28,7.56,29.3,79.89,7.37,100.88
2010-06-29,8.73,29.04,80.58,7.01,100.91
2010-06-30,12.84,28.73,80.52,7.04,100.86
2010-07-01,11.03,29.1,78.66,7.84,100.78
2010-07-02,7.13,29.35,77.72,7.21,100.74
2010-07-03,4.92,28.96,81.89,6.56,100.79
2010-07-04,7.36,28.89,81.05,7.15,100.79
2010-07-05,10.07,28.93,79.13,7.55,100.85
2010-07-06,9.79,28.47,79.88,6.37,100.94
2010-07-07,12.79,28.28,76.06,5.55,101.03
2010-07-08,11.05,27.83,81.49,4.54,101.09
2010-07-09,3.43,27.31,80.72,3.88,101.08
2010-07-10,3.68,27.7,84.05,4.2,101.02
2010-07-11,1.83,27.85,82.17,3.97,101.06
2010-07-12,2.64,27.55,80.27,3.62,101.1
2010-07-13,2.97,27.74,78.48,2.74,101.05
2010-07-14,3.07,27.6,82.43,3.8,101.03
2010-07-15,2.97,27.77,82.4,5.16,101.02
2010-07-16,3.33,28.31,81.02,6.41,100.9
2010-07-17,7.4,28.86,80.99,7.43,100.82
2010-07-18,6.12,28.89,82.19,7.6,100.89
2010-07-19,10.42,28.93,78.79,8.03,100.9
2010-07-20,4.06,28.78,77.78,7.87,100.82
2010-07-21,1.68,28.63,77.58,6.58,100.85
2010-07-22,8.66,27.94,82.56,4.82,100.9
2010-07-23,8.39,27.69,83.95,6.28,100.98
2010-07-24,4.19,27.99,84.29,5.22,100.89
2010-07-25,7.95,27.59,85.33,5.56,100.87
2010-07-26,5.64,27.4,82.22,6.22,100.92
2010-07-27,9.06,28.2,82.65,7.08,100.91
2010-07-28,7.78,28.28,84.62,6.52,100.86
2010-07-29,8.81,27.81,87.44,6.91,100.85
2010-07-30,7.12,27.5,87.04,5.06,100.94
2010-07-31,4.17,28.14,80.45,5.74,100.99
2010-08-01,1.18,27.79,86.24,4.85,101.04
2010-08-02,3.15,27.82,85.0,5.64,101.05
2010-08-03,3.27,28.41,81.73,6.97,100.95
2010-08-04,2.05,28.72,78.2,6.53,100.88
2010-08-05,0.98,28.78,75.83,5.82,100.98
2010-08-06,4.44,28.53,81.44,5.29,101.09
2010-08-07,4.37,28.04,85.77,5.22,101.02
2010-08-08,6.66,27.92,83.0,6.2,101.02
2010-08-09,2.7,28.25,83.49,5.82,101.02
2010-08-10,0.27,28.54,78.88,5.37,101.03
2010-08-11,0.15,28.75,75.51,5.87,101.02
2010-08-12,0.95,28.65,77.47,6.68,100.92
2010-08-13,2.13,28.28,82.1,6.36,100.91
2010-08-14,28.29,27.85,82.22,7.75,100.96
2010-08-15,25.86,27.4,83.78,6.9,101.02
2010-08-16,11.88,27.66,83.51,6.25,101.06
2010-08-17,6.15,28.24,77.72,6.63,100.98
2010-08-18,4.3,28.49,78.48,5.59,100.87
2010-08-19,2.07,28.09,79.0,3.97,100.89
2010-08-20,0.64,28.07,73.28,3.59,101.01
2010-08-21,1.54,27.65,77.83,3.05,100.97
2010-08-22,2.45,27.62,81.1,3.59,100.96
2010-08-23,2.81,27.91,81.66,4.91,100.94
2010-08-24,3.25,27.68,85.77,5.44,100.84
2010-08-25,7.46,27.88,85.0,6.2,100.81
2010-08-26,4.33,28.25,81.63,6.02,100.91
2010-08-27,4.38,28.28,82.4,5.98,100.92
2010-08-28,3.67,28.23,80.52,5.75,100.91
2010-08-29,5.85,27.65,85.04,4.98,101.02
2010-08-30,4.58,27.64,82.49,4.63,101.04
2010-08-31,3.01,28.01,81.43,4.71,100.93
2010-09-01,2.76,28.04,80.33,4.06,101.04
2010-09-02,1.36,27.99,79.62,3.72,101.14
2010-09-03,2.16,28.32,78.07,3.83,101.03
2010-09-04,1.94,28.46,77.72,4.24,100.92
2010-09-05,1.76,27.81,81.98,3.97,101.06
2010-09-06,4.36,27.84,81.51,3.75,101.06
2010-09-07,5.93,28.17,81.03,4.44,100.93
2010-09-08,5.21,28.26,82.11,4.32,100.93
2010-09-09,9.35,28.59,81.17,6.11,100.92
2010-09-10,6.66,28.1,82.93,4.41,100.92
2010-09-11,4.12,27.82,82.18,2.54,100.91
2010-09-12,2.48,27.42,84.37,2.72,101.02
2010-09-13,4.56,27.64,83.91,3.81,101.0
2010-09-14,6.87,27.44,83.01,4.99,100.95
2010-09-15,9.39,28.2,80.32,5.66,100.93
2010-09-16,6.04,28.5,77.31,5.7,100.97
2010-09-17,6.34,28.14,80.14,6.62,100.99
2010-09-18,10.79,27.23,83.47,7.89,100.94
2010-09-19,8.09,27.31,84.84,6.71,100.83
2010-09-20,10.21,27.81,81.96,6.78,100.83
2010-09-21,4.69,27.97,80.72,6.81,100.96
2010-09-22,7.62,27.3,84.46,7.11,101.0
2010-09-23,24.81,27.32,84.37,6.98,100.99
2010-09-24,5.98,27.31,79.5,6.73,100.97
2010-09-25,6.26,26.95,82.22,7.36,100.99
2010-09-26,10.06,27.07,84.31,6.62,100.94
2010-09-27,9.88,26.94,86.85,6.97,100.89
2010-09-28,17.8,27.3,86.67,7.06,100.8
2010-09-29,3.51,27.24,81.27,8.82,100.85
2010-09-30,5.38,27.64,77.22,7.57,100.76
2010-10-01,9.28,27.86,77.87,6.83,100.65
2010-10-02,14.69,27.84,83.75,8.62,100.58
2010-10-03,21.84,27.43,86.07,8.0,100.75
2010-10-04,3.86,27.46,82.17,7.35,100.84
