date,PRECTOTCORR,T2M,RH2M,WS2M,PS
2025-01-01,0.0,12.22,45.72,2.13,99.34
2025-01-02,0.0,13.24,47.31,2.31,99.29
2025-01-03,0.0,14.55,51.3,1.48,99.3
2025-01-04,0.0,15.22,51.49,1.3,99.08
2025-01-05,0.0,14.42,56.55,1.66,99.08
2025-01-06,0.05,14.03,61.57,1.2,99.2
2025-01-07,0.1,12.53,58.99,2.7,99.24
2025-01-08,0.0,11.72,41.82,2.56,99.08
2025-01-09,0.0,13.72,34.59,1.02,99.32
2025-01-10,0.0,13.74,32.88,0.83,99.48
2025-01-11,1.8,12.18,49.01,1.64,99.39
2025-01-12,0.13,12.42,74.62,1.35,99.45
2025-01-13,0.0,13.3,69.46,2.25,99.37
2025-01-14,0.0,13.24,48.98,1.58,99.39
2025-01-15,0.19,13.74,46.41,1.37,99.53
2025-01-16,1.79,13.22,78.08,1.0,99.61
2025-01-17,0.04,12.46,65.43,1.95,99.54
2025-01-18,0.0,13.15,44.93,1.28,99.33
2025-01-19,0.0,16.1,46.35,1.41,99.22
2025-01-20,0.0,15.84,46.96,2.41,99.08
2025-01-21,0.0,15.73,45.82,2.35,98.92
2025-01-22,0.01,16.37,50.48,1.38,98.91
2025-01-23,0.11,16.68,46.63,1.81,99.05
2025-01-24,0.0,14.34,44.5,2.69,99.08
2025-01-25,0.0,13.83,35.54,2.69,99.04
2025-01-26,0.0,13.03,32.29,2.02,99.02
2025-01-27,0.0,12.61,33.66,1.99,98.87
2025-01-28,0.0,14.52,30.52,1.6,98.83
2025-01-29,0.0,15.14,34.13,1.65,99.01
2025-01-30,0.0,15.7,38.91,1.5,98.69
2025-01-31,0.0,16.72,41.71,1.31,98.64
2025-02-01,0.0,17.76,39.68,1.33,98.87
2025-02-02,0.0,16.86,48.01,1.61,99.02
2025-02-03,0.0,17.31,42.49,1.64,99.01
2025-02-04,0.18,18.36,44.6,1.28,99.0
2025-02-05,0.0,15.06,44.38,2.48,99.07
2025-02-06,0.0,14.44,35.93,2.98,99.23
2025-02-07,0.0,14.4,37.24,3.15,99.17
2025-02-08,0.0,15.54,33.55,2.39,99.06
2025-02-09,0.0,17.53,30.48,1.53,98.98
2025-02-10,0.0,19.01,30.7,1.45,98.94
2025-02-11,0.0,19.49,33.14,1.43,98.87
2025-02-12,0.0,18.17,38.97,2.7,98.99
2025-02-13,0.0,16.98,30.39,3.61,99.01
2025-02-14,0.0,17.23,30.19,3.02,98.83
2025-02-15,0.0,18.74,34.76,1.85,98.67
2025-02-16,0.0,18.73,42.91,1.27,98.84
2025-02-17,0.0,20.86,35.99,1.18,99.08
2025-02-18,0.0,20.42,36.46,1.62,99.01
2025-02-19,0.37,20.55,34.88,1.36,98.84
2025-02-20,1.38,20.54,52.68,2.57,98.97
2025-02-21,0.02,19.68,51.58,1.6,99.18
2025-02-22,0.0,17.79,48.25,2.45,99.17
2025-02-23,0.0,18.57,44.16,1.56,99.26
2025-02-24,0.0,19.0,42.58,1.69,99.38
2025-02-25,0.0,20.52,40.05,1.34,99.41
2025-02-26,0.03,21.59,37.94,0.82,99.4
2025-02-27,0.4,20.7,52.51,1.67,99.11
2025-02-28,6.18,19.3,68.65,2.47,98.85
2025-03-01,3.13,20.62,63.49,2.22,98.85
2025-03-02,0.0,20.6,45.89,2.36,98.78
2025-03-03,0.0,20.77,33.78,1.31,98.66
2025-03-04,0.0,20.32,39.08,3.07,98.82
2025-03-05,0.0,17.4,29.95,4.79,98.89
2025-03-06,0.0,18.08,27.46,3.09,98.79
2025-03-07,0.0,19.71,29.36,1.89,98.62
2025-03-08,0.0,21.37,30.1,2.07,98.47
2025-03-09,0.0,23.17,28.32,1.56,98.81
