date,PRECTOTCORR,T2M,RH2M,WS2M,PS
2010-01-01,1.44,27.71,79.04,2.98,101.03
2010-01-02,0.02,27.88,76.97,2.05,101.17
2010-01-03,0.11,27.32,78.49,1.74,101.25
2010-01-04,0.14,27.55,78.26,3.06,101.15
2010-01-05,0.01,28.03,73.66,3.78,100.98
2010-01-06,0.47,27.35,81.3,4.3,100.94
2010-01-07,0.5,26.76,80.15,2.01,101.03
2010-01-08,0.11,26.87,79.45,2.05,101.09
2010-01-09,0.17,27.4,78.48,2.3,101.03
2010-01-10,0.06,27.18,79.78,2.28,101.14
2010-01-11,0.64,27.12,80.35,2.2,101.22
2010-01-12,3.56,26.86,80.63,1.45,101.35
2010-01-13,1.88,27.35,77.08,2.13,101.36
2010-01-14,0.6,27.74,78.98,3.45,101.36
2010-01-15,2.4,27.81,80.45,4.02,101.4
2010-01-16,0.11,27.41,79.62,3.55,101.52
2010-01-17,0.06,27.19,77.21,2.79,101.57
2010-01-18,0.49,27.66,77.6,4.16,101.46
2010-01-19,0.02,27.62,76.66,4.53,101.33
2010-01-20,0.03,27.67,74.13,4.08,101.35
2010-01-21,0.0,27.1,76.51,3.12,101.28
2010-01-22,0.0,26.83,79.03,2.56,101.28
2010-01-23,0.0,27.41,77.03,3.85,101.26
2010-01-24,0.0,27.3,69.93,3.26,101.19
2010-01-25,0.0,26.8,69.38,2.93,101.22
2010-01-26,0.03,26.55,75.09,2.93,101.27
2010-01-27,0.04,27.18,74.11,3.11,101.26
2010-01-28,0.11,27.44,76.17,3.47,101.25
2010-01-29,0.02,27.7,78.09,4.48,101.26
2010-01-30,0.03,27.63,79.54,3.86,101.27
2010-01-31,0.3,27.57,79.71,3.82,101.32
2010-02-01,0.2,27.44,81.62,4.1,101.25
2010-02-02,0.5,27.32,82.43,3.82,101.15
2010-02-03,0.25,27.36,81.64,4.49,101.14
2010-02-04,0.01,27.62,78.74,3.94,101.2
2010-02-05,0.02,27.41,77.9,4.11,101.22
2010-02-06,0.0,26.79,79.86,3.06,101.24
2010-02-07,0.0,27.11,76.91,3.38,101.25
2010-02-08,0.0,26.87,78.71,3.13,101.2
2010-02-09,0.0,27.14,77.34,4.16,101.14
2010-02-10,0.01,27.26,74.47,3.6,101.16
2010-02-11,0.08,27.29,75.74,3.41,101.26
2010-02-12,0.24,27.67,78.88,3.39,101.21
2010-02-13,1.19,27.6,81.16,3.21,101.16
2010-02-14,1.07,27.84,82.48,4.02,101.02
2010-02-15,0.63,27.65,81.64,3.73,100.97
2010-02-16,0.88,27.67,79.36,3.8,101.09
2010-02-17,0.1,27.99,77.6,3.69,101.22
