date,PRECTOTCORR,T2M,RH2M,WS2M,PS
2010-01-01,1.58,27.76,78.21,2.56,101.02
2010-01-02,0.11,28.29,75.57,2.78,101.16
2010-01-03,0.12,28.01,72.39,2.1,101.25
2010-01-04,0.49,27.87,81.24,4.1,101.15
2010-01-05,0.19,27.6,81.36,4.43,101.0
2010-01-06,0.3,27.78,79.95,5.31,100.93
2010-01-07,0.22,27.32,78.41,3.36,101.03
2010-01-08,0.04,27.28,80.68,4.26,101.1
2010-01-09,0.3,27.29,81.84,3.87,101.05
2010-01-10,0.58,27.5,79.74,3.57,101.14
2010-01-11,0.27,27.24,81.38,3.16,101.22
2010-01-12,2.11,27.1,79.69,2.14,101.35
2010-01-13,3.28,27.2,81.71,3.01,101.36
2010-01-14,1.32,27.67,81.17,4.16,101.35
2010-01-15,3.63,27.78,81.65,4.37,101.4
2010-01-16,0.91,27.96,77.5,3.85,101.5
2010-01-17,0.11,27.74,75.34,3.46,101.57
2010-01-18,0.2,28.06,76.22,4.91,101.46
2010-01-19,0.01,28.22,72.43,5.54,101.33
2010-01-20,0.0,27.87,69.96,4.86,101.37
2010-01-21,0.0,27.31,71.96,3.47,101.3
2010-01-22,0.0,27.01,77.84,3.1,101.28
2010-01-23,0.0,27.36,78.48,4.3,101.27
2010-01-24,0.0,27.61,71.36,4.33,101.19
2010-01-25,0.0,27.38,69.3,4.09,101.2
2010-01-26,0.05,27.17,71.99,3.98,101.26
2010-01-27,0.05,27.24,74.45,3.56,101.26
2010-01-28,0.03,27.58,74.73,3.88,101.26
2010-01-29,0.02,27.77,77.37,5.04,101.27
2010-01-30,0.06,27.87,79.24,4.87,101.28
2010-01-31,0.22,27.89,77.07,4.5,101.33
2010-02-01,0.2,27.86,77.22,4.61,101.25
2010-02-02,0.34,27.63,80.52,4.65,101.17
2010-02-03,0.34,27.35,82.44,5.15,101.15
2010-02-04,0.31,27.77,78.87,5.07,101.19
2010-02-05,0.1,27.69,74.72,4.92,101.23
2010-02-06,0.0,27.38,75.37,4.45,101.23
2010-02-07,0.0,26.8,81.05,3.55,101.25
2010-02-08,0.0,26.9,78.36,2.93,101.21
2010-02-09,0.0,27.27,75.4,4.09,101.15
2010-02-10,0.01,27.12,74.81,3.84,101.19
2010-02-11,0.02,27.38,71.73,3.68,101.27
2010-02-12,0.14,27.57,79.84,3.93,101.22
2010-02-13,0.59,27.38,83.18,3.79,101.17
2010-02-14,1.01,27.95,81.49,4.27,101.03
2010-02-15,1.32,28.0,79.01,4.45,100.97
2010-02-16,0.83,28.24,74.22,4.6,101.09
2010-02-17,0.37,27.91,77.53,4.27,101.24
2010-02-18,0.75,28.08,76.24,3.27,101.28
2010-02-19,0.25,28.03,77.7,2.99,101.26
2010-02-20,0.2,27.78,83.21,3.43,101.23
2010-02-21,0.0,27.67,81.92,3.77,101.25
2010-02-22,0.0,27.76,79.71,4.01,101.22
2010-02-23,0.0,28.09,75.82,3.29,101.19
2010-02-24,0.0,27.81,77.77,3.58,101.09
2010-02-25,0.0,28.18,75.1,3.9,101.07
2010-02-26,0.0,27.94,76.49,3.86,101.15
2010-02-27,0.0,27.99,74.59,3.3,101.15
