date,PRECTOTCORR,T2M,RH2M,WS2M,PS
2010-01-01,0.0,28.19,72.63,4.27,101.04
2010-01-02,0.0,28.08,74.71,5.22,101.19
2010-01-03,0.02,27.81,71.07,4.68,101.24
2010-01-04,0.01,27.18,71.98,2.36,101.15
2010-01-05,0.01,27.34,70.64,1.56,101.0
2010-01-06,0.79,27.39,66.87,2.94,100.98
2010-01-07,0.15,27.39,73.11,4.27,101.03
2010-01-08,0.0,27.42,75.2,2.75,101.07
2010-01-09,6.42,27.91,74.99,2.29,101.01
2010-01-10,70.88,27.02,82.72,5.65,101.16
2010-01-11,6.73,27.05,83.65,4.93,101.28
2010-01-12,0.7,26.99,82.52,3.14,101.35
2010-01-13,0.84,26.35,81.33,1.0,101.39
2010-01-14,1.92,27.72,80.16,4.97,101.36
2010-01-15,0.03,27.89,75.38,5.12,101.42
2010-01-16,0.02,27.44,74.88,4.98,101.52
2010-01-17,0.32,27.87,73.67,5.05,101.54
2010-01-18,0.1,27.74,68.86,3.92,101.48
2010-01-19,0.0,27.79,71.47,3.31,101.31
2010-01-20,0.06,27.54,71.76,3.87,101.35
2010-01-21,0.04,27.41,71.22,3.77,101.28
2010-01-22,0.0,26.94,69.91,3.99,101.29
2010-01-23,0.0,26.86,68.71,3.74,101.28
2010-01-24,0.0,26.81,72.28,5.02,101.21
2010-01-25,0.0,26.93,67.24,3.64,101.22
2010-01-26,0.0,27.08,74.0,3.38,101.25
2010-01-27,0.0,27.41,69.27,3.67,101.23
2010-01-28,0.0,27.7,74.11,4.44,101.22
2010-01-29,0.0,27.64,72.28,4.95,101.26
2010-01-30,0.0,27.51,70.6,5.37,101.27
2010-01-31,0.0,27.57,71.65,4.16,101.31
2010-02-01,0.0,27.9,69.53,3.48,101.25
2010-02-02,0.0,27.71,69.24,3.9,101.14
2010-02-03,0.0,27.5,66.08,4.95,101.15
2010-02-04,0.0,27.39,69.51,4.8,101.21
2010-02-05,0.0,27.5,67.97,5.09,101.25
2010-02-06,0.0,27.39,68.92,5.79,101.24
2010-02-07,0.0,27.12,68.69,5.15,101.26
2010-02-08,0.0,27.08,67.92,3.67,101.18
2010-02-09,0.0,27.19,71.23,2.21,101.11
2010-02-10,0.01,27.29,73.15,1.57,101.12
2010-02-11,0.87,27.51,74.23,3.08,101.24
