date,PRECTOTCORR,T2M,RH2M,WS2M,PS
2010-01-01,1.12,27.91,78.71,6.01,100.9
2010-01-02,6.29,27.93,80.62,6.68,100.97
2010-01-03,20.62,27.72,82.74,6.49,100.98
2010-01-04,27.53,27.06,86.02,6.22,100.87
2010-01-05,15.05,27.42,83.55,4.1,100.75
2010-01-06,6.24,27.37,85.78,4.81,100.76
2010-01-07,3.02,27.08,86.07,5.5,100.97
2010-01-08,3.31,26.85,85.16,4.27,101.11
2010-01-09,1.38,26.78,86.14,2.65,101.08
2010-01-10,2.1,26.89,86.39,2.74,101.13
2010-01-11,1.44,27.24,83.77,3.71,101.23
2010-01-12,0.01,27.37,78.75,5.35,101.28
2010-01-13,0.05,26.76,82.13,4.39,101.4
2010-01-14,0.73,27.19,82.93,4.78,101.4
2010-01-15,1.82,27.77,80.59,6.11,101.37
2010-01-16,0.09,27.8,77.96,6.81,101.44
2010-01-17,0.01,28.27,74.17,6.39,101.42
2010-01-18,0.01,28.06,74.26,5.33,101.38
2010-01-19,0.0,27.42,78.83,5.4,101.26
2010-01-20,0.0,27.33,73.64,4.64,101.25
2010-01-21,0.02,26.78,77.22,3.92,101.23
2010-01-22,0.01,27.0,76.47,3.95,101.2
2010-01-23,0.3,27.52,74.98,3.85,101.2
2010-01-24,0.78,27.74,80.68,4.89,101.13
2010-01-25,0.51,27.82,81.58,5.25,101.14
2010-01-26,1.22,27.83,81.48,4.74,101.17
2010-01-27,1.3,28.08,81.03,5.93,101.15
2010-01-28,1.95,27.78,84.2,5.79,101.16
2010-01-29,0.61,27.64,83.95,4.76,101.21
2010-01-30,0.06,27.81,83.16,4.64,101.18
2010-01-31,0.01,27.78,82.62,5.21,101.21
2010-02-01,0.01,27.72,83.74,5.35,101.15
2010-02-02,0.01,27.46,85.35,4.95,101.1
2010-02-03,0.01,27.48,85.68,5.21,101.08
2010-02-04,0.02,27.32,85.35,4.86,101.11
2010-02-05,0.74,27.63,82.86,5.27,101.17
2010-02-06,1.64,27.87,80.44,5.81,101.17
2010-02-07,1.57,27.72,81.24,5.51,101.15
2010-02-08,0.91,27.83,79.55,5.08,101.04
2010-02-09,1.21,27.86,80.67,4.57,101.04
2010-02-10,0.67,28.06,79.25,4.59,101.01
2010-02-11,8.03,28.17,82.75,5.74,101.09
2010-02-12,1.09,28.28,76.76,5.66,101.14
2010-02-13,0.41,28.36,76.87,5.54,101.01
2010-02-14,1.97,27.96,81.35,4.08,101.01
2010-02-15,1.84,28.3,80.65,5.69,101.03
2010-02-16,0.15,28.28,81.08,5.46,101.06
2010-02-17,0.18,27.9,81.72,4.79,101.12
2010-02-18,0.19,28.54,78.42,4.49,101.18
2010-02-19,0.22,28.59,78.26,4.69,101.26
2010-02-20,0.17,27.98,79.96,4.14,101.26
2010-02-21,0.42,27.58,80.69,2.84,101.29
2010-02-22,0.08,28.24,72.46,4.98,101.22
2010-02-23,0.05,27.89,70.55,3.15,101.09
2010-02-24,0.85,27.35,75.81,3.23,101.06
2010-02-25,0.16,27.1,73.85,2.71,101.1
2010-02-26,0.23,27.66,76.39,4.14,101.07
2010-02-27,0.0,28.37,67.93,4.44,101.05
2010-02-28,0.0,28.29,69.55,3.47,101.1
2010-03-01,0.64,28.44,72.27,4.23,101.18
2010-03-02,0.92,28.27,75.97,4.35,101.11
2010-03-03,0.5,27.88,77.5,2.78,101.04
2010-03-04,0.02,27.86,73.29,1.85,101.06
2010-03-05,0.11,27.88,74.77,2.73,101.14
2010-03-06,0.06,27.56,75.12,2.18,101.25
2010-03-07,0.01,27.66,76.03,3.65,101.23
2010-03-08,0.01,27.37,78.05,2.68,101.19
2010-03-09,0.33,27.34,72.41,1.66,101.32
2010-03-10,0.03,27.73,78.55,3.04,101.3
2010-03-11,1.38,28.39,81.44,5.09,101.35
2010-03-12,3.76,29.19,78.16,5.93,101.36
2010-03-13,0.06,28.42,79.58,4.59,101.24
2010-03-14,0.02,28.34,80.48,4.15,101.1
2010-03-15,0.0,28.47,73.29,3.46,101.08
2010-03-16,0.05,28.69,75.0,4.12,101.08
