date,PRECTOTCORR,T2M,RH2M,WS2M,PS
2020-01-01,0.0,10.65,48.65,1.54,99.69
2020-01-02,0.06,12.48,72.65,1.48,99.69
2020-01-03,0.06,14.64,74.02,1.14,99.41
2020-01-04,0.09,13.88,66.9,1.38,99.33
2020-01-05,0.0,12.81,54.56,1.61,99.36
2020-01-06,0.02,13.7,55.23,1.5,99.43
2020-01-07,0.89,14.59,75.14,2.0,99.26
2020-01-08,9.69,13.18,86.74,1.79,99.07
2020-01-09,0.15,9.67,67.72,2.59,99.48
2020-01-10,0.0,8.99,55.02,2.1,99.54
2020-01-11,0.0,10.4,43.57,1.54,99.51
2020-01-12,0.0,13.13,38.27,1.22,99.19
2020-01-13,0.27,14.82,57.85,2.15,98.74
2020-01-14,0.02,14.25,70.79,1.43,99.08
2020-01-15,0.0,13.32,67.25,1.33,99.18
2020-01-16,3.03,12.64,81.97,1.96,99.1
2020-01-17,7.54,12.85,76.27,1.57,99.18
2020-01-18,0.0,12.95,67.51,1.3,99.38
2020-01-19,0.0,11.06,66.46,1.92,99.44
2020-01-20,0.0,11.01,67.55,1.42,99.37
2020-01-21,0.0,13.13,50.6,1.18,99.46
2020-01-22,0.0,12.91,51.7,2.05,99.6
2020-01-23,0.0,11.36,58.68,3.52,99.45
2020-01-24,0.0,11.46,48.89,2.95,99.23
2020-01-25,0.0,11.77,47.91,1.42,99.28
2020-01-26,0.0,14.12,54.88,1.62,99.1
2020-01-27,0.44,15.98,58.08,1.66,98.85
2020-01-28,5.96,14.23,74.55,1.93,98.73
2020-01-29,1.26,13.94,68.64,1.27,99.25
2020-01-30,0.0,12.01,61.52,2.38,99.38
2020-01-31,0.0,11.83,57.77,1.81,99.15
2020-02-01,0.0,12.39,53.14,1.35,99.44
2020-02-02,0.0,11.46,59.41,2.04,99.59
2020-02-03,0.0,12.08,55.59,1.49,99.47
2020-02-04,0.0,12.61,49.46,1.2,99.32
2020-02-05,0.0,12.66,51.35,2.04,99.31
2020-02-06,0.0,12.14,53.86,1.41,99.26
2020-02-07,0.0,12.41,51.66,1.57,99.5
2020-02-08,0.0,11.94,56.28,1.89,99.67
2020-02-09,0.0,12.83,53.56,1.51,99.72
2020-02-10,0.0,13.52,48.55,1.55,99.51
2020-02-11,0.0,14.23,48.24,1.37,99.53
2020-02-12,0.0,15.65,49.44,2.32,99.45
2020-02-13,0.0,18.71,51.77,3.6,99.13
2020-02-14,0.0,17.74,47.16,4.06,98.86
2020-02-15,0.0,15.62,40.25,2.85,98.91
2020-02-16,0.0,16.12,38.31,2.05,99.21
2020-02-17,0.0,16.46,35.09,2.16,99.32
2020-02-18,0.0,16.31,35.2,2.16,99.07
2020-02-19,0.0,18.39,32.59,2.3,98.97
2020-02-20,1.75,19.08,41.89,3.74,98.93
2020-02-21,9.08,17.18,66.77,3.3,99.22
2020-02-22,0.08,17.31,69.15,1.65,99.63
2020-02-23,0.29,19.26,58.34,0.89,99.39
2020-02-24,0.0,18.91,57.48,1.87,99.06
2020-02-25,0.57,18.45,54.38,1.66,98.98
2020-02-26,0.0,18.91,58.02,1.5,99.07
2020-02-27,0.0,18.11,62.36,1.56,99.09
2020-02-28,0.0,19.58,61.01,2.91,98.94
2020-02-29,5.39,19.94,66.2,2.61,98.85
2020-03-01,1.02,20.47,65.14,1.48,98.93
2020-03-02,0.0,20.93,53.4,1.14,98.9
2020-03-03,0.0,21.0,48.75,1.48,98.75
2020-03-04,4.16,21.23,52.15,1.48,98.68
2020-03-05,6.15,20.19,71.64,2.43,98.64
2020-03-06,37.97,17.96,81.39,3.09,98.49
2020-03-07,0.16,18.0,66.53,1.47,98.99
2020-03-08,0.0,18.14,55.99,1.67,99.2
2020-03-09,0.0,17.52,55.0,2.89,98.92
2020-03-10,0.0,18.18,48.01,1.34,98.81
2020-03-11,0.53,19.97,63.72,2.35,98.56
2020-03-12,1.86,21.01,62.18,2.09,98.74
2020-03-13,1.99,20.02,43.93,1.36,98.92
2020-03-14,4.09,16.97,59.4,1.48,99.1
2020-03-15,2.8,17.73,54.72,0.9,99.21
2020-03-16,0.0,19.27,55.0,1.48,99.19
2020-03-17,0.0,20.39,51.54,2.13,99.22
2020-03-18,0.0,21.42,50.0,2.15,99.03
2020-03-19,0.0,22.65,53.47,1.58,98.75
2020-03-20,0.01,23.72,50.62,0.97,98.66
2020-03-21,0.0,24.72,44.77,0.81,98.66
2020-03-22,0.0,24.18,45.67,1.74,98.82
2020-03-23,0.0,23.77,48.31,1.37,98.79
2020-03-24,0.48,24.48,48.4,1.34,98.67
2020-03-25,0.0,25.36,48.98,2.13,98.72
2020-03-26,0.24,24.0,54.76,2.63,98.82
2020-03-27,3.74,22.54,63.23,2.21,98.96
2020-03-28,0.04,22.74,55.7,2.32,99.02
2020-03-29,0.0,23.1,45.17,3.21,98.82
2020-03-30,0.0,22.86,46.48,2.92,98.83
2020-03-31,0.01,23.69,47.46,2.64,98.69
2020-04-01,0.67,25.71,49.42,1.82,98.58
2020-04-02,0.0,24.36,46.16,3.13,98.61
2020-04-03,0.0,23.15,40.75,2.95,98.8
2020-04-04,0.0,23.96,39.21,2.5,98.78
2020-04-05,0.0,25.81,39.12,1.53,98.78
2020-04-06,0.0,26.62,34.49,2.46,98.69
2020-04-07,0.0,26.81,37.94,2.7,98.49
2020-04-08,0.0,25.96,40.49,2.63,98.54
2020-04-09,0.0,25.51,38.14,2.49,98.62
2020-04-10,0.0,27.89,35.3,2.15,98.71
2020-04-11,0.0,29.14,35.87,1.97,98.83
2020-04-12,0.0,28.96,36.52,2.87,98.59
2020-04-13,0.0,30.33,39.78,2.47,98.4
2020-04-14,0.0,32.34,36.41,0.98,98.43
2020-04-15,0.0,31.98,27.76,1.65,98.42
2020-04-16,0.0,30.81,31.38,2.59,98.26
2020-04-17,0.05,29.68,30.04,1.52,98.22
2020-04-18,2.06,29.8,32.88,1.96,98.36
2020-04-19,1.36,28.88,40.73,2.26,98.36
2020-04-20,0.07,24.65,48.49,2.4,98.55
